lake,cause,effect,status,obs_lag,obs_rho,obs_n,E_effect,tau,p_value,p_fdr,kendall_tau,kendall_p,convergence_diagnostic_pass,statistically_significant,lag_resolution,causal_evidence,n_valid_surrogates
Kalamalka_Lake,R,Evap,OK,-1,0.38169,330,5,1,0.0039920159680638,0.0087782550083079,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Kalamalka_Lake,R,P,OK,0,0.4075,329,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,unresolved_contemporaneous,True,500
Kalamalka_Lake,R,RegFlow,OK,2,0.66223,332,4,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,R,SWE,OK,4,0.69177,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,R,T,OK,10,0.15821,325,10,1,0.3193612774451098,0.3876639784015783,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Kalamalka_Lake,R,WL,OK,0,0.48413,319,4,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,unresolved_contemporaneous,True,500
Kalamalka_Lake,RegFlow,Evap,OK,-2,0.22597,329,5,1,0.0119760479041916,0.0241824044219253,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kalamalka_Lake,RegFlow,P,OK,-1,0.49509,328,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Kalamalka_Lake,RegFlow,R,OK,5,0.64373,329,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Kalamalka_Lake,RegFlow,SWE,OK,-2,0.51829,327,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kalamalka_Lake,RegFlow,T,OK,-10,0.21694,316,10,1,0.3353293413173652,0.4001088731627653,0.7222222222222222,0.0058862433862433,True,False,not_significant,False,500
Kalamalka_Lake,RegFlow,WL,OK,2,0.80939,319,4,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Kalamalka_Lake,SWE,Evap,OK,1,0.5025,331,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,SWE,P,OK,3,0.37604,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,SWE,R,OK,5,0.74437,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,SWE,RegFlow,OK,11,0.351,324,4,1,0.0119760479041916,0.0241824044219253,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,SWE,T,OK,5,0.21389,326,10,1,0.1596806387225549,0.2184555969494236,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Kalamalka_Lake,SWE,WL,OK,3,0.34763,319,4,1,0.1017964071856287,0.1479394152870729,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kalamalka_Lake,T,Evap,OK,3,0.31526,331,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,T,P,OK,6,0.22753,329,7,1,0.0259481037924151,0.048222139791214,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kalamalka_Lake,T,R,OK,7,0.16253,328,7,1,0.0518962075848303,0.0851422155688622,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Kalamalka_Lake,T,RegFlow,OK,4,0.10311,331,4,1,0.6786427145708582,0.6968947191192187,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kalamalka_Lake,T,SWE,OK,0,0.19549,329,7,1,0.0718562874251497,0.1109545614653046,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Kalamalka_Lake,T,WL,OK,4,0.17531,318,4,1,0.6027944111776448,0.632934131736527,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kalamalka_Lake,WL,Evap,OK,-2,0.15593,325,5,1,0.3333333333333333,0.3999999999999999,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Kalamalka_Lake,WL,P,OK,-1,0.29286,324,7,1,0.0479041916167664,0.0795247449764502,0.6666666666666666,0.0126653439153439,True,False,not_significant,False,500
Kalamalka_Lake,WL,R,OK,0,0.43514,325,7,1,0.0019960079840319,0.0049604932147539,0.7222222222222222,0.0058862433862433,True,True,unresolved_contemporaneous,True,500
Kalamalka_Lake,WL,RegFlow,OK,1,0.63832,328,4,1,0.0019960079840319,0.0049604932147539,0.6666666666666666,0.0126653439153439,True,True,resolved,True,500
Kalamalka_Lake,WL,SWE,OK,-3,0.31663,322,7,1,0.059880239520958,0.0963590061256796,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kalamalka_Lake,WL,T,OK,3,0.24105,322,10,1,0.3712574850299401,0.4272003937330818,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kiskitto_Lake,Evap,P,OK,-11,0.1901,322,3,1,0.06187624750499,0.0991909311148695,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,Evap,R,OK,-4,0.33629,325,7,1,0.0079840319361277,0.0167664670658682,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kiskitto_Lake,Evap,RegFlow,OK,1,0.17195,330,3,1,0.3193612774451098,0.3876639784015783,0.7222222222222222,0.0058862433862433,True,False,not_significant,False,500
Kiskitto_Lake,Evap,SWE,OK,0,0.23027,330,6,1,0.0099800399201596,0.0204469110559369,0.7777777777777778,0.0024250440917107,True,True,unresolved_contemporaneous,True,500
Kiskitto_Lake,Evap,T,OK,4,0.42899,328,8,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Kiskitto_Lake,Evap,WL,OK,6,0.18714,278,2,1,0.3812375249500998,0.4362936252834929,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,P,Evap,OK,9,0.22894,326,6,1,0.0079840319361277,0.0167664670658682,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kiskitto_Lake,P,R,OK,3,0.36016,329,7,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Kiskitto_Lake,P,RegFlow,OK,3,0.1248,329,3,1,0.4471057884231537,0.4941695556255909,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Kiskitto_Lake,P,SWE,OK,4,0.14409,330,6,1,0.1457085828343313,0.2013079104947998,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Kiskitto_Lake,P,T,OK,4,0.13753,328,8,1,0.2355289421157684,0.3006752452541725,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Kiskitto_Lake,P,WL,OK,1,0.32644,283,2,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kiskitto_Lake,R,Evap,OK,12,0.30845,323,6,1,0.0359281437125748,0.0631373236790018,-0.8888888888888888,0.000242504409171,False,False,not_significant,False,500
Kiskitto_Lake,R,P,OK,-2,0.53328,331,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kiskitto_Lake,R,RegFlow,OK,-2,0.32186,328,3,1,0.1277445109780439,0.1782481548530845,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Kiskitto_Lake,R,SWE,OK,-3,0.28743,327,6,1,0.0658682634730539,0.1036129987216578,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,R,T,OK,12,0.25814,323,8,1,0.1696606786427145,0.226214238190286,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kiskitto_Lake,R,WL,OK,-1,0.61702,282,2,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kiskitto_Lake,RegFlow,Evap,OK,-1,0.14695,328,6,1,0.3333333333333333,0.3999999999999999,-0.2222222222222222,0.4767085537918871,False,False,not_significant,False,500
Kiskitto_Lake,RegFlow,P,OK,-12,0.12965,320,3,1,0.6087824351297405,0.6344630837580422,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,RegFlow,R,OK,6,0.4063,328,7,1,0.3532934131736527,0.415639309616062,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,RegFlow,SWE,OK,1,0.20932,329,6,1,0.0718562874251497,0.1109545614653046,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kiskitto_Lake,RegFlow,T,OK,-11,0.22596,316,8,1,0.1017964071856287,0.1479394152870729,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,RegFlow,WL,OK,8,0.34553,275,2,1,0.1317365269461078,0.1832097394614744,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Kiskitto_Lake,SWE,Evap,OK,0,0.34705,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Kiskitto_Lake,SWE,P,OK,-12,0.313,321,3,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Kiskitto_Lake,SWE,R,OK,8,0.38769,327,7,1,0.1936127744510978,0.2533251254500345,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,SWE,RegFlow,OK,-10,0.2159,320,3,1,0.2295409181636726,0.2948231976414144,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kiskitto_Lake,SWE,T,OK,2,0.33191,328,8,1,0.0079840319361277,0.0167664670658682,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kiskitto_Lake,SWE,WL,OK,-8,0.21312,275,2,1,0.6487025948103793,0.6694228251114479,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,T,Evap,OK,4,0.34466,330,6,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Kiskitto_Lake,T,P,OK,1,0.18125,333,3,1,0.0858283433133732,0.1287425149700599,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,T,R,OK,12,0.20629,323,7,1,0.2694610778443114,0.3388432715407509,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,T,RegFlow,OK,-7,0.15126,323,3,1,0.3952095808383233,0.4474070726471585,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Kiskitto_Lake,T,SWE,OK,2,0.31693,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kiskitto_Lake,T,WL,OK,-11,0.2025,272,2,1,0.2335329341317365,0.2990360741930772,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,WL,Evap,OK,12,0.03568,286,6,1,0.9520958083832336,0.9566512907199952,-0.9444444444444444,4.96031746031746e-05,False,False,not_significant,False,500
Kiskitto_Lake,WL,P,OK,-1,0.24245,295,3,1,0.0818363273453093,0.1245335416124273,0.6666666666666666,0.0126653439153439,True,False,not_significant,False,500
Kiskitto_Lake,WL,R,OK,7,0.65327,291,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Kiskitto_Lake,WL,RegFlow,OK,1,0.45131,293,3,1,0.0079840319361277,0.0167664670658682,0.1111111111111111,0.761414241622575,False,False,not_significant,False,500
Kiskitto_Lake,WL,SWE,OK,-3,0.17479,290,6,1,0.4730538922155688,0.5147218516335206,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Kiskitto_Lake,WL,T,OK,10,0.15767,288,8,1,0.7624750499001997,0.7772803906749608,0.3888888888888889,0.1801807760141093,False,False,not_significant,False,500
Lake_of_the_Woods,Evap,P,OK,-3,0.17002,323,10,1,0.0838323353293413,0.1271104001383514,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Lake_of_the_Woods,Evap,R,OK,3,0.22503,332,3,1,0.0638722554890219,0.1016149519143531,0.5,0.0751763668430335,False,False,not_significant,False,500
Lake_of_the_Woods,Evap,RegFlow,OK,-1,0.23765,327,3,1,0.0199600798403193,0.0381056069678824,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Lake_of_the_Woods,Evap,SWE,OK,-4,0.28177,327,5,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Lake_of_the_Woods,Evap,T,OK,0,0.50654,328,8,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Lake_of_the_Woods,Evap,WL,OK,3,0.2775,332,3,1,0.0039920159680638,0.0087782550083079,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,P,Evap,OK,4,0.10746,329,7,1,0.4491017964071856,0.495072846433118,0.3333333333333333,0.2595182980599647,False,False,not_significant,False,500
Lake_of_the_Woods,P,R,OK,1,0.43448,333,3,1,0.0019960079840319,0.0049604932147539,0.7777777777777778,0.0024250440917107,True,True,resolved,True,500
Lake_of_the_Woods,P,RegFlow,OK,2,0.41468,328,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,P,SWE,OK,6,0.12102,329,5,1,0.405189620758483,0.4550257773223606,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Lake_of_the_Woods,P,T,OK,12,0.05665,323,8,1,0.8922155688622755,0.9051462292805692,0.2777777777777778,0.3584876543209876,False,False,not_significant,False,500
Lake_of_the_Woods,P,WL,OK,2,0.4629,333,3,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Lake_of_the_Woods,R,Evap,OK,2,0.55685,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,R,P,OK,1,0.64412,326,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,R,RegFlow,OK,1,0.75875,328,3,1,0.0019960079840319,0.0049604932147539,0.4444444444444444,0.1194389329805996,False,False,not_significant,False,500
Lake_of_the_Woods,R,SWE,OK,1,0.45688,331,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,R,T,OK,1,0.38829,328,8,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,R,WL,OK,2,0.71042,333,3,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Lake_of_the_Woods,RegFlow,Evap,OK,2,0.43979,326,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,RegFlow,P,OK,1,0.67313,323,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,RegFlow,R,OK,1,0.80271,330,3,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Lake_of_the_Woods,RegFlow,SWE,OK,-3,0.41843,325,5,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,rejected_reverse,False,500
Lake_of_the_Woods,RegFlow,T,OK,0,0.30229,325,8,1,0.0279441117764471,0.0514759953776657,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Lake_of_the_Woods,RegFlow,WL,OK,0,0.84379,330,3,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,unresolved_contemporaneous,True,500
Lake_of_the_Woods,SWE,Evap,OK,6,0.47105,329,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,SWE,P,OK,0,0.44667,326,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Lake_of_the_Woods,SWE,R,OK,4,0.50893,331,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,SWE,RegFlow,OK,2,0.35538,328,3,1,0.0339321357285429,0.0606446681105873,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Lake_of_the_Woods,SWE,T,OK,4,0.56763,328,8,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,SWE,WL,OK,-4,0.14642,329,3,1,0.908183632734531,0.9191256042132602,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Lake_of_the_Woods,T,Evap,OK,3,0.48414,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,T,P,OK,0,0.16963,326,10,1,0.1616766467065868,0.2204681545998911,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Lake_of_the_Woods,T,R,OK,6,0.21655,329,3,1,0.0878243512974051,0.1312677136829544,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Lake_of_the_Woods,T,RegFlow,OK,2,0.13442,328,3,1,0.8203592814371258,0.8342636760377551,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Lake_of_the_Woods,T,SWE,OK,2,0.3143,331,5,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Lake_of_the_Woods,T,WL,OK,7,0.15628,328,3,1,0.4550898203592814,0.5003605354735555,0.7222222222222222,0.0058862433862433,True,False,not_significant,False,500
Lake_of_the_Woods,WL,Evap,OK,1,0.43047,329,7,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Lake_of_the_Woods,WL,P,OK,1,0.68129,326,10,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Lake_of_the_Woods,WL,R,OK,1,0.75983,333,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Lake_of_the_Woods,WL,RegFlow,OK,2,0.80937,328,3,1,0.0019960079840319,0.0049604932147539,0.611111111111111,0.0247409611992945,True,True,resolved,True,500
Lake_of_the_Woods,WL,SWE,OK,-3,0.21392,328,5,1,0.1676646706586826,0.2257024412713035,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Lake_of_the_Woods,WL,T,OK,0,0.17054,328,8,1,0.5249500998003992,0.558174789661184,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Okanagan_Lake,Evap,P,OK,0,0.07546,330,6,1,0.9620758483033932,0.9643719720463608,-0.2222222222222222,0.4767085537918871,False,False,not_significant,False,500
Okanagan_Lake,Evap,R,OK,5,0.39454,330,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,Evap,RegFlow,OK,7,0.11779,328,6,1,0.3932135728542914,0.4463505421589254,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Okanagan_Lake,Evap,SWE,OK,5,0.32441,330,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Okanagan_Lake,Evap,T,OK,0,0.18586,327,9,1,0.0698602794411177,0.1090755292389199,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Okanagan_Lake,Evap,WL,OK,-1,0.19492,333,2,1,0.2015968063872255,0.2621382621753397,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,P,Evap,OK,5,0.2026,328,8,1,0.0159680638722554,0.0316348435205061,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,P,R,OK,3,0.22261,331,5,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,P,RegFlow,OK,4,0.31943,330,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Okanagan_Lake,P,SWE,OK,4,0.24477,330,6,1,0.0039920159680638,0.0087782550083079,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Okanagan_Lake,P,T,OK,5,0.23841,327,9,1,0.0039920159680638,0.0087782550083079,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Okanagan_Lake,P,WL,OK,2,0.21783,333,2,1,0.0419161676646706,0.0709870581417809,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Okanagan_Lake,R,Evap,OK,3,0.33431,328,8,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Okanagan_Lake,R,P,OK,-1,0.28173,329,6,1,0.0079840319361277,0.0167664670658682,-0.0555555555555555,0.919455467372134,False,False,not_significant,False,500
Okanagan_Lake,R,RegFlow,OK,5,0.54087,330,6,1,0.0019960079840319,0.0049604932147539,0.5555555555555556,0.0446152998236331,True,True,resolved,True,500
Okanagan_Lake,R,SWE,OK,2,0.70473,330,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Okanagan_Lake,R,T,OK,-1,0.16045,326,9,1,0.1816367265469061,0.2398975633638383,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,R,WL,OK,0,0.38913,334,2,1,0.0039920159680638,0.0087782550083079,0.9444444444444444,4.96031746031746e-05,True,True,unresolved_contemporaneous,True,500
Okanagan_Lake,RegFlow,Evap,OK,-2,0.22864,326,8,1,0.0658682634730539,0.1036129987216578,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Okanagan_Lake,RegFlow,P,OK,-1,0.58369,329,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Okanagan_Lake,RegFlow,R,OK,2,0.62672,331,5,1,0.0019960079840319,0.0049604932147539,0.1111111111111111,0.761414241622575,False,False,not_significant,False,500
Okanagan_Lake,RegFlow,SWE,OK,-1,0.55334,329,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Okanagan_Lake,RegFlow,T,OK,-8,0.25917,319,9,1,0.1117764471057884,0.158601715487943,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,RegFlow,WL,OK,1,0.46411,334,2,1,0.0019960079840319,0.0049604932147539,0.7222222222222222,0.0058862433862433,True,True,resolved,True,500
Okanagan_Lake,SWE,Evap,OK,1,0.35066,328,8,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,SWE,P,OK,0,0.38535,330,6,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,unresolved_contemporaneous,True,500
Okanagan_Lake,SWE,R,OK,4,0.71973,331,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,SWE,RegFlow,OK,2,0.55295,330,6,1,0.0019960079840319,0.0049604932147539,0.7777777777777778,0.0024250440917107,True,True,resolved,True,500
Okanagan_Lake,SWE,T,OK,2,0.26454,327,9,1,0.0658682634730539,0.1036129987216578,0.2777777777777778,0.3584876543209876,False,False,not_significant,False,500
Okanagan_Lake,SWE,WL,OK,-4,0.30752,330,2,1,0.0858283433133732,0.1287425149700599,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Okanagan_Lake,T,Evap,OK,2,0.27266,328,8,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,T,P,OK,3,0.18729,330,6,1,0.1477045908183632,0.2033964857170904,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,T,R,OK,5,0.15675,330,5,1,0.1676646706586826,0.2257024412713035,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Okanagan_Lake,T,RegFlow,OK,-11,0.10148,319,6,1,0.7105788423153693,0.7279100335913539,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,T,SWE,OK,4,0.19181,330,6,1,0.1077844311377245,0.1545032801291614,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Okanagan_Lake,T,WL,OK,-9,0.16103,325,2,1,0.5289421157684631,0.5609992136938244,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Okanagan_Lake,WL,Evap,OK,-3,0.1457,325,8,1,0.4411177644710579,0.4901308494122865,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Okanagan_Lake,WL,P,OK,-1,0.28495,329,6,1,0.0479041916167664,0.0795247449764502,0.0555555555555555,0.919455467372134,False,False,not_significant,False,500
Okanagan_Lake,WL,R,OK,2,0.45628,331,5,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Okanagan_Lake,WL,RegFlow,OK,5,0.57326,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Okanagan_Lake,WL,SWE,OK,-4,0.30826,326,6,1,0.0399201596806387,0.0684345594525235,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
